[00:00:31] [Server thread/INFO]: ThiagoRX hit the ground too hard
[00:00:32] [Server thread/FATAL]: Error executing task on Server
java.lang.NullPointerException: null
	at yf.b(SourceFile:201) ~[server.jar:?]
	at xy.a(SourceFile:938) ~[server.jar:?]
	at yk.a(SourceFile:478) ~[server.jar:?]
	at ze.a(SourceFile:860) ~[server.jar:?]
	at rk.a(SourceFile:122) ~[server.jar:?]
	at rk$b.a(SourceFile:18) ~[server.jar:?]
	at nb.a(SourceFile:21) ~[server.jar:?]
	at ui.run(SourceFile:18) ~[server.jar:?]
	at alh.c(SourceFile:144) [server.jar:?]
	at all.c(SourceFile:23) [server.jar:?]
	at net.minecraft.server.MinecraftServer.b(SourceFile:741) [server.jar:?]
	at net.minecraft.server.MinecraftServer.c(SourceFile:140) [server.jar:?]
	at alh.x(SourceFile:118) [server.jar:?]
	at net.minecraft.server.MinecraftServer.bb(SourceFile:723) [server.jar:?]
	at net.minecraft.server.MinecraftServer.x(SourceFile:717) [server.jar:?]
	at alh.c(SourceFile:127) [server.jar:?]
	at net.minecraft.server.MinecraftServer.w(SourceFile:702) [server.jar:?]
	at net.minecraft.server.MinecraftServer.run(SourceFile:654) [server.jar:?]
	at java.lang.Thread.run(Thread.java:834) [?:?]
[00:03:25] [Server thread/INFO]: arockbet fell from a high place
[00:12:10] [Server thread/INFO]: ThiagoRX fell from a high place
[00:18:02] [Server thread/INFO]: <arockbet> 23 53
[00:18:18] [Server thread/INFO]: <arockbet> 23
[00:18:20] [Server thread/INFO]: <arockbet> 5
[00:19:17] [Server thread/INFO]: ThiagoRX fell from a high place
[00:24:51] [Server thread/INFO]: ThiagoRX fell from a high place
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:29] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:27:30] [Server thread/INFO]: mari_mlbp lost connection: Flying is not enabled on this server
[00:27:30] [Server thread/INFO]: mari_mlbp left the game
[00:27:55] [User Authenticator #19/INFO]: UUID of player mari_mlbp is f15bbf32-1c91-4c13-844a-fa5d9aabf425
[00:27:55] [Server thread/INFO]: mari_mlbp[/177.37.233.63:17043] logged in with entity id 6956 at (181.68461231580363, 63.7531999805212, -30.81420247471122)
[00:27:55] [Server thread/INFO]: mari_mlbp joined the game
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:00] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:01] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:02] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:03] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:04] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:05] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:06] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:07] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:08] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:09] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
[00:28:10] [Server thread/WARN]: mari_mlbp was kicked for floating too long!
